#separator:comma
#html:false
#deck:Anime & Casual Japanese
#notetype:Basic
#tags column:3
コスプレ,"cosplay
こすぷれ · kosupure

好きなキャラのコスプレをした。
I cosplayed as my favorite character.",anime
痛バッグ,"a bag decorated with fandom badges
いたばっぐ · itabaggu

推しの缶バッジで痛バッグを作った。
I made a fandom bag decorated with my favorite's badges.",anime
缶バッジ,"pin badge (fandom merchandise)
かんばっじ · kanbajji

新作の缶バッジを買い集めた。
I collected the new pin badges.",anime
アクリルスタンド,"acrylic standee
あくりるすたんど · akuriru sutando

限定のアクリルスタンドを購入した。
I purchased the limited acrylic standee.",anime
グッズ,"merchandise; goods
ぐっず · guzzu

新作のグッズを予約した。
I reserved the new merchandise.",anime
限定グッズ,"limited-edition merchandise
げんていぐっず · gentei guzzu

限定グッズを求めて並んだ。
I lined up seeking the limited-edition merchandise.",anime
円盤,"disc (DVD/Blu-ray, slang)
えんばん · enban

円盤の売り上げが好調だ。
Disc sales are performing well.",anime
配信,"streaming (video/broadcast)
はいしん · haishin

新作が今週から配信された。
The new work started streaming this week.",anime
一気見,"binge-watching
いっきみ · ikkimi

休日にアニメを一気見した。
I binge-watched the anime on my day off.",anime
見放題,"unlimited streaming
みほうだい · mihoudai

見放題プランに加入している。
I'm subscribed to the unlimited streaming plan.",anime
字幕版,"subtitled version
じまくばん · jimakuban

字幕版で海外ドラマを見る。
I watch foreign dramas in the subtitled version.",anime
吹き替え版,"dubbed version
ふきかえばん · fukikaeban

子供と吹き替え版を見た。
I watched the dubbed version with my child.",anime
ネタバレ,"spoiler
ねたばれ · netabare

ネタバレを見ないよう気をつけた。
I was careful not to see any spoilers.",anime
考察班,"fan theory community
こうさつはん · kousatsuhan

考察班の予想が的中した。
The fan theory community's prediction was correct.",anime
公式,"official (source)
こうしき · koushiki

公式アカウントが新情報を発表した。
The official account announced new information.",anime
設定資料集,"official art/settings book
せっていしりょうしゅう · settei shiryoushuu

設定資料集を買って世界観を知った。
I bought the official settings book and learned about the worldbuilding.",anime
世界観,"worldbuilding; setting
せかいかん · sekaikan

独特な世界観に引き込まれた。
I was drawn into the unique worldbuilding.",anime
キャラデザ,"character design
きゃらでざ · kyaradeza

キャラデザが好みだった。
I liked the character design.",anime
主人公,"protagonist
しゅじんこう · shujinkou

主人公の成長を見守った。
I watched over the protagonist's growth.",anime
ヒロイン,"heroine
ひろいん · hiroin

ヒロインが魅力的な作品だ。
It's a work with an appealing heroine.",anime
悪役,"villain
あくやく · akuyaku

悪役の魅力にはまってしまった。
I got hooked on the villain's charm.",anime
ライバルキャラ,"rival character
らいばるきゃら · raibaru kyara

ライバルキャラとの対決が見どころだ。
The showdown with the rival character is a highlight.",anime
人気投票,"popularity poll
にんきとうひょう · ninki touhyou

キャラクター人気投票に参加した。
I participated in the character popularity poll.",anime
公式グッズ,"official merchandise
こうしきぐっず · koushiki guzzu

公式グッズ販売サイトを確認した。
I checked the official merchandise sales site.",anime
原作組,"fans who know the source material
げんさくぐみ · gensakugumi

原作組はこの展開を知っていた。
Fans who knew the source material already knew this development.",anime
アニメ組,"fans who only watch the anime
あにめぐみ · animegumi

アニメ組は次の展開にドキドキしていた。
Anime-only fans were thrilled about the next development.",anime
円盤の初動,"initial disc sales figures
えんばんのしょどう · enban no shodou

円盤の初動が好調だった。
The initial disc sales figures were strong.",anime
劇場版,"theatrical/movie version
げきじょうばん · gekijouban

劇場版を公開初日に見た。
I watched the theatrical version on its opening day.",anime
マジで,"seriously; for real (casual)
まじで · majide

マジでびっくりした。
I was seriously surprised.",anime
やばい,"amazing/terrible (casual, context-dependent)
やばい · yabai

このアニメ、展開がやばい。
This anime's plot developments are insane.",anime
うざい,"annoying (casual)
うざい · uzai

このキャラ、正直うざい。
Honestly, this character is annoying.",anime
きもい,"gross; creepy (casual)
きもい · kimoi

その虫、きもいからやめて。
That bug is gross, so stop it.",anime
だるい,"sluggish; a pain (casual)
だるい · darui

今日は何もかもだるい。
Today everything feels like such a drag.",anime
きつい,"tough; harsh (casual)
きつい · kitsui

このスケジュールはきつい。
This schedule is tough.",anime
ダサい,"uncool; lame (casual)
ださい · dasai

その服、ちょっとダサいよ。
Those clothes are a bit lame.",anime
イケメン,"handsome guy (casual)
いけめん · ikemen

このキャラはイケメンだと評判だ。
This character is reputed to be a handsome guy.",anime
かわいい系,"cute type/style
かわいいけい · kawaii kei

かわいい系のキャラが人気だ。
Cute-type characters are popular.",anime
クールキャラ,"a cool, aloof character type
くーるきゃら · kuuru kyara

クールキャラが実は優しい。
The cool, aloof character is actually kind.",anime
ツンデレ,"cold-then-warm personality type
つんでれ · tsundere

ツンデレのキャラが人気だ。
Tsundere characters are popular.",anime
へたれ,"a wimp; feeble character
へたれ · hetare

見た目に反してへたれな性格だ。
Contrary to his looks, he has a wimpy personality.",anime
チート,"overpowered; cheat-like (ability)
ちーと · chiito

主人公がチート能力に目覚めた。
The protagonist awakened to an overpowered ability.",anime
無双する,"to dominate overwhelmingly (in battle)
むそうする · musou suru

主人公が敵を無双した。
The protagonist overwhelmingly dominated the enemies.",anime
覚醒,"awakening (of power)
かくせい · kakusei

新たな力に覚醒した。
He awakened to a new power.",anime
転生,"reincarnation (genre trope)
てんせい · tensei

異世界に転生する物語だ。
It's a story about being reincarnated in another world.",anime
異世界,"another world (genre)
いせかい · isekai

異世界を舞台にしたアニメが多い。
There are many anime set in another world.",anime
チートスキル,"overpowered skill
ちーとすきる · chiito sukiru

チートスキルを手に入れた。
He obtained an overpowered skill.",anime
バトル展開,"battle plot development
ばとるてんかい · batoru tenkai

バトル展開に手に汗握った。
I was on the edge of my seat during the battle developments.",anime
必殺技,"finishing move
ひっさつわざ · hissatsuwaza

必殺技を繰り出した。
He unleashed his finishing move.",anime
死亡フラグ,"a death flag (foreshadowing a character's death)
しぼうふらぐ · shibou furagu

完全に死亡フラグが立っていた。
It was clearly a death flag.",anime
フラグが立つ,"a plot flag is raised
ふらぐがたつ · furagu ga tatsu

恋愛フラグが立った気がする。
I feel like a romantic flag was just raised.",anime
胸キュン,"a heart-fluttering moment
むねきゅん · munekyun

胸キュンシーンにときめいた。
My heart fluttered at the heart-fluttering scene.",anime
尊い,"precious (slang, expressing fan love)
とうとい · toutoi

二人の関係が尊い。
The relationship between the two is precious.",anime
萌え,"a feeling of affection for a character (moe)
もえ · moe

このキャラに萌えを感じる。
I feel moe affection for this character.",anime
尊さ,"preciousness (of a moment/relationship)
とうとさ · toutosa

あのシーンの尊さに感動した。
I was moved by the preciousness of that scene.",anime
号泣,"crying loudly
ごうきゅう · goukyuu

最終回で号泣してしまった。
I ended up crying loudly at the final episode.",anime
涙腺崩壊,"tear ducts breaking (crying hard)
るいせんほうかい · ruisen houkai

感動のシーンで涙腺崩壊した。
My tear ducts broke at the moving scene.",anime
鳥肌が立つ,"to get goosebumps
とりはだがたつ · torihada ga tatsu

感動して鳥肌が立った。
I got goosebumps from being moved.",anime
手に汗握る,"to be on the edge of one's seat
てにあせにぎる · te ni ase nigiru

手に汗握る展開が続いた。
The nail-biting developments continued.",anime
胃が痛い,"stomach hurts (from tension)
いがいたい · i ga itai

展開が心配で胃が痛くなった。
My stomach hurt from worrying about the developments.",anime
神展開,"an amazing plot development
かみてんかい · kami tenkai

神展開すぎて叫んだ。
The plot development was so amazing I screamed.",anime
衝撃展開,"a shocking plot development
しょうげきてんかい · shougeki tenkai

衝撃展開に息をのんだ。
I gasped at the shocking plot development.",anime
急展開,"a sudden plot development
きゅうてんかい · kyuu tenkai

急展開に驚かされた。
I was surprised by the sudden plot development.",anime
打ち切り,"cancellation (of a series)
うちきり · uchikiri

人気低迷で打ち切りになった。
It was cancelled due to declining popularity.",anime
完結,"conclusion (of a series)
かんけつ · kanketsu

長編漫画がついに完結した。
The long-running manga finally concluded.",anime
連載,"serialization
れんさい · rensai

雑誌で連載が始まった。
The serialization began in the magazine.",anime
休載,"a break in serialization
きゅうさい · kyuusai

作者の体調不良で休載になった。
It went on a break due to the author's poor health.",anime
単行本,"a manga volume (collected edition)
たんこうぼん · tankoubon

単行本の発売日を心待ちにした。
I eagerly awaited the release date of the manga volume.",anime
新刊,"newly published volume
しんかん · shinkan

新刊を発売日に買った。
I bought the new volume on release day.",anime
既刊,"previously published volumes
きかん · kikan

既刊を全て読破した。
I read through all the previously published volumes.",anime
表紙買い,"buying based on the cover art
ひょうしがい · hyoushigai

表紙買いした本が面白かった。
The book I bought for the cover art turned out interesting.",anime
帯コメント,"promotional band comment (on a book)
おびこめんと · obi komento

帯コメントに惹かれて購入した。
I bought it drawn in by the promotional comment on the band.",anime
作者買い,"buying because of the author
さくしゃがい · sakushagai

作者買いした漫画が期待通り面白かった。
The manga I bought because of the author was as fun as expected.",anime
打ち上げ,"wrap party (celebrating completion)
うちあげ · uchiage

アニメ完結の打ち上げに参加した。
I attended the wrap party for the anime's completion.",anime
担当編集,"an author's assigned editor
たんとうへんしゅう · tantou henshuu

担当編集とアイデアを練った。
I worked out ideas with my assigned editor.",anime
読み切り,"a one-shot (standalone story)
よみきり · yomikiri

読み切りの短編を読んだ。
I read a standalone one-shot story.",anime
番外編,"a bonus/side story episode
ばんがいへん · bangaihen

番外編でキャラの過去が描かれた。
The character's past was depicted in the bonus episode.",anime
総集編,"a compilation/recap episode
そうしゅうへん · soushuuhen

総集編で振り返りをした。
I looked back at things in the recap episode.",anime
新シリーズ,"a new series/season
しんしりーず · shin shiriizu

新シリーズの放送が決定した。
The broadcast of the new series was decided.",anime
部活,"club activities (school)
ぶかつ · bukatsu

部活のアニメが好きだ。
I like anime about club activities.",anime
文化祭,"school culture festival
ぶんかさい · bunkasai

文化祭を舞台にした話だ。
It's a story set at the school culture festival.",anime
修学旅行,"school trip
しゅうがくりょこう · shuugaku ryokou

修学旅行の回が印象的だった。
The school trip episode was memorable.",anime
幼馴染,"childhood friend
おさななじみ · osananajimi

幼馴染との恋愛が描かれた。
The romance with the childhood friend was depicted.",anime
転校生,"transfer student
てんこうせい · tenkousei

転校生が主人公の物語だ。
It's a story where the protagonist is a transfer student.",anime
下級生,"underclassman
かきゅうせい · kakyuusei

下級生から慕われている先輩だ。
He is a senior loved by the underclassmen.",anime
先輩後輩,"senior-junior relationship
せんぱいこうはい · senpai kouhai

先輩後輩の関係が丁寧に描かれた。
The senior-junior relationship was carefully depicted.",anime
三角関係,"love triangle
さんかくかんけい · sankaku kankei

三角関係の恋愛模様が続く。
The love triangle romance drama continues.",anime
告白,"confession of love
こくはく · kokuhaku

屋上で告白するシーンだった。
It was a scene of confessing love on the rooftop.",anime
両片思い,"mutual one-sided love (both unaware)
りょうかたおもい · ryou kataomoi

両片思いのじれったい展開が続く。
The frustrating mutual-crush developments continue.",anime
じれったい,"frustratingly slow (romance)
じれったい · jirettai

二人の関係がじれったい。
The relationship between the two is frustratingly slow.",anime
甘々,"sickeningly sweet (romance)
あまあま · amaama

甘々なやり取りに悶えた。
I writhed at the sickeningly sweet exchange.",anime
新婚さん,"newlyweds (casual term)
しんこんさん · shinkonsan

まるで新婚さんのようだった。
They were just like newlyweds.",anime
痴話喧嘩,"a lovers' quarrel
ちわげんか · chiwa genka

痴話喧嘩を見せつけられた。
I was made to witness their lovers' quarrel.",anime
腐女子,"a female fan of boys' love content
ふじょし · fujoshi

腐女子として同人誌を集めている。
As a fujoshi, I collect doujinshi.",anime
オタク,"otaku; hardcore hobbyist
おたく · otaku

アニメオタクを自認している。
I identify myself as an anime otaku.",anime
陰キャ,"introverted person (slang)
いんきゃ · inkya

陰キャだけど推し活は全力だ。
I'm an introvert, but I go all out with fan activities.",anime
陽キャ,"extroverted person (slang)
ようきゃ · youkya

陽キャなキャラが主人公だ。
An extroverted character is the protagonist.",anime
隠キャ,"secretly introverted (hiding it)
かくれきゃ · kakurekya

実は隠キャだと告白した。
He confessed he was actually secretly introverted.",anime
リア充,"someone with a fulfilling real life
りあじゅう · riajuu

リア充な生活を送っている。
He leads a fulfilling real life.",anime
ぼっち,"a loner (casual)
ぼっち · bocchi

学校ではぼっちを貫いている。
I stick to being a loner at school.",anime
友達枠,"the 'just friends' position
ともだちわく · tomodachi waku

友達枠から抜け出せずにいる。
He can't seem to get out of the 'just friends' position.",anime
当て馬,"a decoy love interest (narrative device)
あてうま · ateuma

当て馬キャラだと気づいてしまった。
I realized he was a decoy love-interest character.",anime
担当声優,"the voice actor assigned to a role
たんとうせいゆう · tantou seiyuu

担当声優の演技に感動した。
I was moved by the assigned voice actor's performance.",anime
アフレコ,"dubbing/voice recording session
あふれこ · afureko

アフレコの裏側を見学した。
I got a behind-the-scenes look at the dubbing session.",anime
生放送,"live broadcast
なまほうそう · nama housou

声優の生放送を視聴した。
I watched the voice actor's live broadcast.",anime
配信者,"streamer
はいしんしゃ · haishinsha

人気配信者のゲーム実況を見た。
I watched the popular streamer's game commentary.",anime
実況,"live commentary
じっきょう · jikkyou

ゲームの実況動画をよく見る。
I often watch game commentary videos.",anime
投げ銭,"donation to a streamer
なげせん · nagesen

配信者に投げ銭をした。
I made a donation to the streamer.",anime
切り抜き,"a clipped highlight video
きりぬき · kirinuki

面白い切り抜き動画を見つけた。
I found an interesting clipped highlight video.",anime
バズる,"to go viral
ばずる · bazuru

この動画がSNSでバズった。
This video went viral on social media.",anime
炎上,"online backlash; flaming
えんじょう · enjou

発言がネットで炎上した。
The remark caused an online backlash.",anime
荒れる,"to become heated/hostile (online)
あれる · areru

コメント欄が荒れてしまった。
The comment section became hostile.",anime
叩かれる,"to be criticized harshly online
たたかれる · tatakareru

ファンから叩かれることを恐れた。
He feared being harshly criticized by fans.",anime
擁護派,"those defending someone/something (online)
ようごは · yougoha

擁護派と批判派に分かれた。
It split into those defending and those criticizing.",anime
界隈,"a niche fan community
かいわい · kaiwai

この作品の界隈で話題になった。
It became a hot topic in this work's fan community.",anime
民度,"the culture/manners of a fan community
みんど · mindo

このファン界隈は民度が高い。
This fan community has good manners.",anime
古参,"a long-time fan (veteran)
こさん · kosan

古参のファンとして誇りを持っている。
As a long-time fan, I take pride in it.",anime
新規勢,"new fans (recently joined)
しんきぜい · shinkizei

新規勢にも優しい作品だ。
It's a work that's welcoming to new fans too.",anime
卒業,"leaving a fandom (moving on)
そつぎょう · sotsugyou

この推しを卒業することにした。
I decided to move on from this favorite.",anime
沼から抜け出す,"to escape a fandom obsession
ぬまからぬけだす · numa kara nukedasu

なかなか沼から抜け出せない。
I can't seem to escape the fandom obsession.",anime
沼落ち,"falling into fandom obsession
ぬまおち · numaochi

一気見して沼落ちした。
I binge-watched it and fell into obsession.",anime
供給過多,"an overabundance of fan content (happy overload)
きょうきゅうかた · kyoukyuu kata

供給過多でうれしい悲鳴を上げた。
I let out a happy scream from the overabundance of content.",anime
供給不足,"a lack of new fan content
きょうきゅうぶそく · kyoukyuu busoku

供給不足で禁断症状が出ている。
I'm having withdrawal symptoms from the lack of new content.",anime
円盤化,"release on physical disc
えんばんか · enbanka

配信限定作品が円盤化された。
The streaming-exclusive work got a physical disc release.",anime
特典映像,"bonus footage
とくてんえいぞう · tokuten eizou

特典映像を楽しみに待った。
I looked forward to the bonus footage.",anime
初回限定版,"first-print limited edition
しょかいげんていばん · shokai gentei ban

初回限定版を予約注文した。
I pre-ordered the first-print limited edition.",anime
通常版,"regular edition
つうじょうばん · tsuujouban

通常版を安く手に入れた。
I got the regular edition cheaply.",anime
特装版,"special edition
とくそうばん · tokusouban

特装版のイラストが美しい。
The special edition's illustration is beautiful.",anime
応援上映,"cheering screening (interactive movie showing)
おうえんじょうえい · ouen jouei

応援上映で声を出して楽しんだ。
I enjoyed shouting out loud at the cheering screening.",anime
リピーター上映,"repeat-viewing screening
りぴーたーじょうえい · ripiitaa jouei

リピーター上映で三回目を見た。
I watched it for the third time at the repeat-viewing screening.",anime
ラスボス,"final boss
らすぼす · rasubosu

ラスボスとの戦いが始まった。
The battle with the final boss began.",anime
隠しボス,"hidden boss (game)
かくしぼす · kakushi bosu

隠しボスを倒すのに苦労した。
I struggled to defeat the hidden boss.",anime
レベル上げ,"leveling up (grinding)
れべるあげ · reberu age

レベル上げのため何度も戦った。
I fought many times to level up.",anime
周回,"repeated playthrough (game)
しゅうかい · shuukai

アイテム集めのため周回した。
I did repeated playthroughs to collect items.",anime
課金,"paying real money (in-game)
かきん · kakin

ソシャゲに課金してしまった。
I ended up paying real money on the mobile game.",anime
無課金,"free-to-play (no spending)
むかきん · mukakin

無課金でも十分楽しめる。
You can enjoy it plenty without spending money.",anime
ガチャ,"gacha (random draw system)
がちゃ · gacha

限定キャラのガチャを引いた。
I did a gacha pull for the limited character.",anime
爆死,"failing badly at a gacha pull
ばくし · bakushi

ガチャで爆死してしまった。
I failed badly at the gacha pull.",anime
引く,"to pull (gacha draw)
ひく · hiku

十連ガチャを引いた。
I did a ten-pull gacha draw.",anime
星5,"five-star (rarest gacha rank)
ほしご · hoshigo

星5のキャラを当てた。
I got a five-star character.",anime
詫び石,"apology in-game currency (compensation)
わびいし · wabiishi

不具合のお詫びに詫び石が配られた。
Apology in-game currency was distributed for the bug.",anime
実装,"implementation (of a new feature/character)
じっそう · jissou

新キャラが実装された。
A new character was implemented.",anime
アップデート,"game update
あっぷでーと · appudeeto

大型アップデートが配信された。
A major update was released.",anime
メンテナンス,"server maintenance
めんてなんす · mentenansu

メンテナンス明けを待った。
I waited for the maintenance to end.",anime
サービス終了,"game service termination
さーびすしゅうりょう · saabisu shuuryou

長年続いたゲームがサービス終了した。
The long-running game had its service terminated.",anime
廃課金,"heavy spending on in-game purchases
はいかきん · haikakin

廃課金勢がランキング上位を独占した。
The heavy spenders dominated the top rankings.",anime
周回プレイ,"repeated game playthrough
しゅうかいぷれい · shuukai purei

全エンディングを見るため周回プレイした。
I did repeated playthroughs to see all the endings.",anime
やり込み,"deep, thorough gameplay engagement
やりこみ · yarikomi

やり込み要素が豊富なゲームだ。
It's a game rich in deep-engagement elements.",anime
クリア,"clearing (a game/stage)
くりあ · kuria

全ステージをクリアした。
I cleared all the stages.",anime
詰み,"a dead-end state (unwinnable)
つみ · tsumi

セーブデータが詰み状態になった。
The save data became stuck in an unwinnable state.",anime
バグ,"a glitch; bug
ばぐ · bagu

ゲームにバグが見つかった。
A bug was found in the game.",anime
攻略,"strategy/walkthrough (game)
こうりゃく · kouryaku

ボスの攻略法を調べた。
I looked up the strategy for defeating the boss.",anime
攻略サイト,"walkthrough website
こうりゃくさいと · kouryaku saito

攻略サイトを参考にした。
I referred to the walkthrough website.",anime
やり込み要素,"deep gameplay elements (extras)
やりこみようそ · yarikomi youso

やり込み要素にハマった。
I got hooked on the deep gameplay elements.",anime
隠しキャラ,"hidden character (game)
かくしきゃら · kakushi kyara

隠しキャラを解放した。
I unlocked the hidden character.",anime
やりこみ勢,"players who deeply engage with a game
やりこみぜい · yarikomizei

やりこみ勢が新記録を出した。
The dedicated players set a new record.",anime
縛りプレイ,"self-imposed restricted play
しばりぷれい · shibari purei

アイテムなしの縛りプレイに挑戦した。
I challenged myself with a no-item restricted playthrough.",anime
タイムアタック,"speedrun
たいむあたっく · taimu atakku

タイムアタックの記録を更新した。
I updated my speedrun record.",anime
実況プレイ,"a let's-play with live commentary
じっきょうぷれい · jikkyou purei

実況プレイ動画を投稿している。
I post let's-play videos with commentary.",anime
対戦ゲーム,"competitive/versus game
たいせんげーむ · taisen geemu

対戦ゲームで友人と競った。
I competed with my friend in a versus game.",anime
格ゲー,"fighting game (slang)
かくげー · kakugee

格ゲー大会に出場した。
I entered a fighting game tournament.",anime
ソシャゲ,"social/mobile game (slang)
そしゃげ · soshage

最近はソシャゲにはまっている。
Lately I've been hooked on mobile games.",anime
廃人,"someone obsessively addicted to a game
はいじん · haijin

ゲーム廃人と呼ばれるほどやり込んだ。
I played so much I was called a game addict.",anime
友情プレイ,"multiplayer with friends
ゆうじょうぷれい · yuujou purei

友情プレイで盛り上がった。
We got excited playing multiplayer with friends.",anime
オンライン対戦,"online battle/match
おんらいんたいせん · onrain taisen

世界中の人とオンライン対戦した。
I had online matches with people from around the world.",anime
ランクマッチ,"ranked match
らんくまっち · ranku macchi

ランクマッチで昇格した。
I ranked up in a ranked match.",anime
チーム戦,"team battle
ちーむせん · chiimusen

チーム戦で勝利を収めた。
We secured victory in the team battle.",anime
パーティ編成,"party/team composition (game)
ぱーてぃへんせい · paati hensei

パーティ編成を工夫した。
I devised a clever party composition.",anime
育成ゲーム,"character-raising game
いくせいげーむ · ikusei geemu

育成ゲームに時間を忘れて没頭した。
I got absorbed in the raising game and forgot about time.",anime
シナリオ分岐,"branching story path (game)
しなりおぶんき · shinario bunki

シナリオ分岐でエンディングが変わる。
The ending changes depending on the branching story path.",anime
周回特典,"bonus for repeated playthroughs
しゅうかいとくてん · shuukai tokuten

周回特典で衣装が解放された。
A costume was unlocked as a repeat-playthrough bonus.",anime
隠しエンディング,"hidden ending
かくしえんでぃんぐ · kakushi endingu

隠しエンディングを見るために条件を満たした。
I fulfilled the conditions to see the hidden ending.",anime
トゥルーエンド,"true ending
とぅるーえんど · toruruu endo

トゥルーエンドにたどり着いた。
I reached the true ending.",anime
バッドエンド,"bad ending
ばっどえんど · baddo endo

選択を誤りバッドエンドになった。
I made the wrong choice and got a bad ending.",anime
ハッピーエンド,"happy ending
はっぴーえんど · happii endo

ハッピーエンドを迎えて安心した。
I felt relieved reaching the happy ending.",anime
鬱展開,"a depressing plot development
うつてんかい · utsu tenkai

鬱展開が続いて気持ちが沈んだ。
My spirits sank as the depressing developments continued.",anime
胸糞悪い,"gut-wrenching; deeply unpleasant (story)
むなくそわるい · munakuso warui

胸糞悪い展開に苛立った。
I was irritated by the gut-wrenching developments.",anime
救いがない,"there's no salvation/hope (bleak story)
すくいがない · sukui ga nai

救いがない結末に呆然とした。
I was stunned by the hopeless, bleak ending.",anime
胸熱,"heart-warming; exciting (slang)
むねあつ · muneatsu

胸熱な展開に興奮した。
I got excited by the thrilling, heart-stirring development.",anime
神アニメ,"an amazing anime
かみあにめ · kami anime

今期の神アニメだと騒がれている。
It's causing a stir as this season's amazing anime.",anime
厨二病,"middle-school-onset delusions of grandeur (slang)
ちゅうにびょう · chuunibyou

厨二病っぽいセリフに笑った。
I laughed at the chuunibyou-style dialogue.",anime
痛い,"embarrassingly awkward (slang)
いたい · itai

ちょっと痛い発言だった。
It was a bit of an embarrassingly awkward remark.",anime
黒歴史,"an embarrassing past (one wants to forget)
くろれきし · kurorekishi

あの頃の投稿は黒歴史だ。
My posts from back then are a black mark I want to forget.",anime
あるある,"a relatable common occurrence
あるある · aruaru

オタクあるあるに共感した。
I related to the otaku 'that's so true' moments.",anime
あるあるネタ,"relatable joke material
あるあるねた · aruaru neta

あるあるネタで盛り上がった。
We got excited over the relatable jokes.",anime
ギャグ回,"a comedy-focused episode
ぎゃぐかい · gyagu kai

今回はギャグ回で笑えた。
This episode was a comedy one and I laughed a lot.",anime
シリアス回,"a serious-tone episode
しりあすかい · shiriasu kai

急にシリアス回になって驚いた。
I was surprised it suddenly became a serious episode.",anime
日常系,"slice-of-life genre
にちじょうけい · nichijoukei

日常系アニメでほっこりした。
I felt warm and fuzzy watching the slice-of-life anime.",anime
ほのぼの,"heartwarming; gentle (mood)
ほのぼの · honobono

ほのぼのとした雰囲気が心地よい。
The heartwarming atmosphere is comforting.",anime
癒し系,"healing/soothing type (character/content)
いやしけい · iyashikei

癒し系のキャラクターに元気をもらった。
I got energized by the healing-type character.",anime
熱血,"hot-blooded (genre/character trait)
ねっけつ · nekketsu

熱血な主人公に励まされた。
I was encouraged by the hot-blooded protagonist.",anime
王道,"the classic/orthodox style (genre)
おうどう · oudou

王道の少年漫画が好きだ。
I like classic shonen manga.",anime
燃える展開,"an exciting, thrilling plot development
もえるてんかい · moeru tenkai

燃える展開に興奮した。
I got excited by the thrilling plot development.",anime
友情パワー,"the power of friendship (trope)
ゆうじょうぱわー · yuujou pawaa

友情パワーで危機を乗り越えた。
They overcame the crisis through the power of friendship.",anime
努力・友情・勝利,"effort, friendship, victory (shonen manga theme)
どりょく・ゆうじょう・しょうり · doryoku yuujou shouri

努力・友情・勝利の王道展開だ。
It's a classic effort-friendship-victory storyline.",anime
少年漫画,"boys' manga (genre)
しょうねんまんが · shounen manga

少年漫画特有の熱さが好きだ。
I like the passionate energy unique to shonen manga.",anime
少女漫画,"girls' manga (genre)
しょうじょまんが · shoujo manga

少女漫画の恋愛描写が丁寧だ。
The romance depiction in shoujo manga is delicate and detailed.",anime
青年漫画,"men's manga (mature genre)
せいねんまんが · seinen manga

青年漫画は設定が複雑な作品が多い。
Seinen manga often have complex settings.",anime
バトル漫画,"battle manga (genre)
ばとるまんが · batoru manga

バトル漫画の頂上決戦が見どころだ。
The climactic showdown is the highlight of the battle manga.",anime
恋愛漫画,"romance manga
れんあいまんが · ren'ai manga

恋愛漫画にときめきを求めている。
I seek heart-fluttering moments from romance manga.",anime
